Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato
17/04/2023,Torino,Madonna di Campagna,via Bonzo 12,30000,30,1,0,1,1,1960,Buono / Abitabile
16/03/2023,Torino,Lucento,via Verolengo 124,85000,72,3,0,3,1,1950,Buono / Abitabile
30/03/2023,Torino,Le Vallette,via sansovino 151,99000,75,3,1,3,1,1960,Buono / Abitabile
17/04/2023,Torino,Madonna di Campagna,via Bonzo 12,30000,30,1,0,1,1,1960,Buono / Abitabile
30/03/2023,Torino,Madonna di Campagna,via Venaria 60/10,69000,62,4,0,2,1,1960,Buono / Abitabile
14/03/2023,Torino,Lucento,via Gaspare Gorresio 8,142000,80,4,1,3,1,1970,Ottimo / Ristrutturato
20/03/2023,Torino,Madonna di Campagna,via Gattico 10,49900,50,2,0,2,1,1967,Buono / Abitabile
19/04/2023,Torino,Madonna di Campagna,via Assisi,69000,45,2,0,2,1,1960,Buono / Abitabile
13/04/2023,Torino,Lucento,via Mario Crimi 15,75000,55,3,0,2,1,1950,Buono / Abitabile
23/03/2023,Torino,Lucento,via Borgomasino 44,69900,59,4,1,2,1,1960,Ottimo / Ristrutturato
06/05/2023,Torino,Lucento,corso Lombardia,279000,164,3,0,3,2,1950,Ottimo / Ristrutturato
09/05/2023,Torino,Le Vallette,viale dei Mughetti 15,70000,90,4,1,3,1,1980,Buono / Abitabile
18/03/2023,Torino,Madonna di Campagna,piazza Pasquale Villari 10,130000,80,2,1,3,1,1960,Buono / Abitabile
19/04/2023,Torino,Lucento,via Alfredo Oriani 25,109000,85,6,1,3,1,1960,Da ristrutturare
10/03/2023,Torino,Parco Dora,via Verolengo 29/7,280000,115,9,1,4,2,2006,Ottimo / Ristrutturato
20/03/2023,Torino,Lucento,via Pietro Cossa 280/4,188000,100,6,1,4,1,1980,Ottimo / Ristrutturato
09/05/2023,Torino,Madonna di Campagna,Strada del Carossio 20,169000,90,3,1,4,1,1955,Buono / Abitabile
26/04/2023,Torino,Lucento,via Val della Torre 35,239000,124,1,1,5,2,2007,Ottimo / Ristrutturato
10/03/2023,Torino,Lucento,via Giovanni Segantini 15,490000,652,3,0,5,2,1970,Buono / Abitabile
10/03/2023,Torino,Madonna di Campagna,corso Grosseto 216,165000,70,7,1,3,1,1970,Da ristrutturare
05/05/2023,Torino,Madonna di Campagna,via Messedaglia,239000,85,4,1,3,2,2009,Nuovo / In costruzione
15/03/2023,Torino,Madonna di Campagna,via Lemie 45,110000,85,0,0,3,1,1950,Ottimo / Ristrutturato
09/03/2023,Torino,Lucento,via Giosuè Borsi 113,125000,90,3,0,3,2,1980,Ottimo / Ristrutturato
18/04/2023,Torino,Le Vallette,corso Molise 77,149000,100,3,0,4,1,1960,Ottimo / Ristrutturato
11/04/2023,Torino,Le Vallette,via delle Pervinche 65/a,129000,100,1,0,5,1,1960,Ottimo / Ristrutturato
11/04/2023,Torino,Lucento,corso Grosseto 295,439000,420,2,1,5,3,1980,Ottimo / Ristrutturato
08/03/2023,Torino,Lucento,Open space via Verolengo,52000,37,0,0,1,1,1960,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via Saorgio 107,129000,91,5,1,3,1,1970,Buono / Abitabile
07/03/2023,Torino,Lucento,via Giosuè Borsi 83,45000,45,1,0,2,1,1940,Buono / Abitabile
16/03/2023,Torino,Madonna di Campagna,via Stradella 148,42000,45,0,0,2,1,1940,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via Bonzo 19,85000,71,1,0,3,1,1955,Ottimo / Ristrutturato
09/05/2023,Torino,Lucento,corso Potenza 6,183000,112,3,1,4,1,1970,Ottimo / Ristrutturato
08/05/2023,Torino,Madonna di Campagna,corso Potenza 162,199000,100,3,1,3,1,2008,Ottimo / Ristrutturato
14/04/2023,Torino,Lucento,corso Grosseto 295,149000,90,8,1,3,1,1980,Ottimo / Ristrutturato
12/04/2023,Torino,Lucento,corso Grosseto 295,295000,248,2,1,3,2,1980,Ottimo / Ristrutturato
08/05/2023,Torino,Lucento,via Toscana,217000,95,1,1,3,1,1980,Nuovo / In costruzione
08/05/2023,Torino,Lucento,via Oglianico,191000,75,5,1,3,1,1980,Nuovo / In costruzione
08/05/2023,Torino,Madonna di Campagna,via Bonzo,201000,90,2,0,4,2,1980,Nuovo / In costruzione
21/03/2023,Torino,Madonna di Campagna,via Bernardino Luini 22,69000,67,1,0,2,1,1950,Buono / Abitabile
06/03/2023,Torino,Madonna di Campagna,via foligno 16,85000,65,5,1,2,1,1960,Ottimo / Ristrutturato
03/03/2023,Torino,Lucento,via Lucento 108,139000,80,1,1,3,1,1970,Buono / Abitabile
06/03/2023,Torino,Lucento,unifamiliare via lucca  22,429000,170,0,0,4,2,1990,Ottimo / Ristrutturato
21/03/2023,Torino,Madonna di Campagna,via Nicolò Barberis 6,109000,80,2,1,3,1,1920,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,via Venaria 63,120000,70,1,1,2,1,1980,Ottimo / Ristrutturato
03/03/2023,Torino,Madonna di Campagna,via Venaria 63,120000,70,1,1,2,1,1980,Ottimo / Ristrutturato
03/03/2023,Torino,Madonna di Campagna,via Venaria 63,120000,70,1,1,2,1,1980,Ottimo / Ristrutturato
06/03/2023,Torino,Madonna di Campagna,via Caltanissetta 10,58000,50,2,0,2,1,1960,Buono / Abitabile
06/03/2023,Torino,Le Vallette,piazza Stampalia,43000,47,2,1,2,1,1960,Buono / Abitabile
08/05/2023,Torino,Lucento,via Verolengo 196,175000,178,1,0,5,2,1960,Buono / Abitabile
06/05/2023,Torino,Madonna di Campagna,via Montello 3,29000,30,5,0,1,1,1960,Buono / Abitabile
02/03/2023,Torino,Lucento,via Parenzo 90/13,65000,80,2,0,3,1,1960,Buono / Abitabile
01/03/2023,Torino,Lucento,via Borgomasino 53,69000,70,4,0,3,1,1965,Buono / Abitabile
13/04/2023,Torino,Madonna di Campagna,corso Grosseto 243,150000,120,7,1,4,1,1960,Buono / Abitabile
13/04/2023,Torino,Madonna di Campagna,corso Grosseto 243,150000,120,7,1,4,1,1960,Buono / Abitabile
24/03/2023,Torino,Madonna di Campagna,corso Grosseto 243,160000,120,7,1,4,1,1960,Buono / Abitabile
28/02/2023,Torino,Lucento,via Borgomasino 44,85000,69,4,1,2,1,1960,Buono / Abitabile
11/04/2023,Torino,Le Vallette,corso Ferrara 29,72000,90,2,0,4,1,1960,Da ristrutturare
02/03/2023,Torino,Madonna di Campagna,corso potenza 154,109000,93,3,0,4,2,1960,Buono / Abitabile
12/04/2023,Torino,Le Vallette,via delle Magnolie 16,60000,65,1,1,2,1,1960,Ottimo / Ristrutturato
28/02/2023,Torino,Lucento,Strada Altessano 27,69000,65,2,0,3,1,1950,Ottimo / Ristrutturato
22/04/2023,Torino,Madonna di Campagna,via Gubbio 42,149000,88,4,1,3,1,1968,Buono / Abitabile
28/02/2023,Torino,Le Vallette,via Pietro Cossa 293/26,189000,90,1,1,3,1,1993,Ottimo / Ristrutturato
13/04/2023,Torino,Le Vallette,via Pietro Cossa 293/26,189000,90,1,1,3,1,1993,Ottimo / Ristrutturato
08/05/2023,Torino,Lucento,via Giosuè Borsi,98000,85,6,1,3,1,1960,Buono / Abitabile
28/02/2023,Torino,Lucento,via Foligno 121,99000,80,2,0,3,1,1960,Ottimo / Ristrutturato
14/04/2023,Torino,Le Vallette,Strada Pianezza 311,409000,127,0,0,5,2,1990,Buono / Abitabile
24/02/2023,Torino,Lucento,via Isernia  2/c,159000,110,1,1,4,1,1980,Ottimo / Ristrutturato
16/03/2023,Torino,Lucento,via Isernia  15,140000,90,4,1,3,1,1970,Da ristrutturare
06/03/2023,Torino,Lucento,via Val Della Torre 19/4,186000,109,7,1,4,2,2008,
28/02/2023,Torino,Madonna di Campagna,via foligno 63,75000,56,1,0,2,1,1950,Ottimo / Ristrutturato
06/04/2023,Torino,Le Vallette,corso Ferrara 45,82000,91,0,1,4,1,1960,Buono / Abitabile
18/04/2023,Torino,Madonna di Campagna,corso grosseto 234,119000,75,2,1,3,1,1960,Buono / Abitabile
08/03/2023,Torino,Madonna di Campagna,via Borgaro 57,89000,75,2,0,3,1,1960,Buono / Abitabile
09/05/2023,Torino,Madonna di Campagna,corso Potenza 144,175000,87,4,1,3,1,1960,Ottimo / Ristrutturato
25/03/2023,Torino,Lucento,via Val Della Torre 41/9,216000,135,4,1,4,2,2008,Buono / Abitabile
06/03/2023,Torino,Lucento,via Val Della Torre 41/9,255000,182,4,1,4,2,2008,Ottimo / Ristrutturato
02/03/2023,Torino,Lucento,via Giovanni Segantini 104/C,149000,80,1,1,3,1,1970,Buono / Abitabile
06/03/2023,Torino,Lucento,via Val Della Torre 41/9,255000,182,4,1,4,2,2008,Ottimo / Ristrutturato
21/03/2023,Torino,Madonna di Campagna,via Stradella 148,29000,36,2,0,2,1,1940,Buono / Abitabile
18/04/2023,Torino,Madonna di Campagna,corso grosseto 214,89000,80,8,1,3,1,1965,Buono / Abitabile
21/02/2023,Torino,Le Vallette,via delle Pervinche 48,75000,91,3,1,3,1,1967,Buono / Abitabile
20/03/2023,Torino,Madonna di Campagna,via Terni 19,79500,128,1,1,4,1,1970,Da ristrutturare
20/03/2023,Torino,Madonna di Campagna, via Terni 19,56500,90,1,1,3,1,1970,Da ristrutturare
20/03/2023,Torino,Madonna di Campagna,via Terni 19,79500,128,1,1,4,1,1970,Da ristrutturare
03/05/2023,Torino,Lucento,via Val della Torre 37,145000,73,3,1,3,1,2006,Buono / Abitabile
05/05/2023,Torino,Lucento,via Giosuè Borsi 93,69000,62,4,1,2,1,1965,Ottimo / Ristrutturato
20/02/2023,Torino,Lucento,corso Potenza 5,140000,80,1,1,3,1,2000,Buono / Abitabile
13/04/2023,Torino,Lucento,via Latina 4,129000,85,3,1,3,1,1970,Buono / Abitabile
22/04/2023,Torino,Lucento,via Verolengo 147,78000,85,7,1,3,1,1950,Buono / Abitabile
29/03/2023,Torino,Madonna di Campagna,corso Grosseto 266,79000,70,5,1,3,1,1960,Buono / Abitabile
17/02/2023,Torino,Madonna di Campagna,via Gerolamo Tiraboschi 17,100000,80,4,0,3,1,1965,Ottimo / Ristrutturato
24/03/2023,Torino,Lucento,via Nole 55,239000,132,1,1,2,2,2010,Ottimo / Ristrutturato
20/03/2023,Torino,Lucento,via Bernardino Luini 149,119000,100,3,1,3,1,1960,Buono / Abitabile
20/04/2023,Torino,Madonna di Campagna,corso Grosseto 292,209000,100,2,1,4,2,2004,Ottimo / Ristrutturato
04/05/2023,Torino,Madonna di Campagna,corso Grosseto 292,209000,100,2,1,4,2,2004,Ottimo / Ristrutturato
20/04/2023,Torino,Madonna di Campagna,corso Grosseto 292,209000,100,2,1,4,2,2004,Ottimo / Ristrutturato
14/03/2023,Torino,Madonna di Campagna,viale della Madonna di campagna 7,49500,55,3,1,2,1,1950,Buono / Abitabile
14/04/2023,Torino,Lucento,via Andrea Sansovino 98/47,49000,55,2,0,2,1,1960,Ottimo / Ristrutturato
14/04/2023,Torino,Lucento,via Andrea Sansovino 98/47,49000,55,2,0,2,1,1960,Ottimo / Ristrutturato
14/04/2023,Torino,Lucento,via Andrea Sansovino 98/47,49000,55,2,0,2,1,1960,Ottimo / Ristrutturato
02/05/2023,Torino,Le Vallette,via delle Pervinche 52,63000,96,1,1,3,1,1960,Da ristrutturare
02/05/2023,Torino,Le Vallette,Strada Altessano 130/36,122000,60,4,1,2,1,2005,Ottimo / Ristrutturato
16/03/2023,Torino,Lucento,via Forlì 141,83000,71,2,1,3,1,1966,Buono / Abitabile
08/05/2023,Torino,Lucento,corso Toscana 131,104000,85,3,1,3,1,1970,Buono / Abitabile
23/03/2023,Torino,Madonna di Campagna,via Gino Capponi 17,147000,87,3,1,3,1,2013,Ottimo / Ristrutturato
04/05/2023,Torino,Lucento,via Forlì 60,77000,55,1,1,2,1,1980,Ottimo / Ristrutturato
13/02/2023,Torino,Madonna di Campagna,via Lamporo,97000,78,1,0,3,1,1980,Ottimo / Ristrutturato
28/02/2023,Torino,Lucento,via Andrea Sansovino 98,73000,65,0,0,3,1,1945,Buono / Abitabile
21/04/2023,Torino,Madonna di Campagna,via Sospello 15,250000,136,3,1,4,2,1972,Buono / Abitabile
07/03/2023,Torino,Madonna di Campagna,via Refrancore 64,160000,80,4,1,3,1,2008,Ottimo / Ristrutturato
17/03/2023,Torino,Lucento,via Parenzo 67,109000,92,0,0,4,1,1950,Ottimo / Ristrutturato
20/03/2023,Torino,Madonna di Campagna,via Terni 19,207500,345,1,1,5,1,1970,Da ristrutturare
18/04/2023,Torino,Le Vallette,via delle Verbene 15/a,88000,80,2,0,3,1,1960,Buono / Abitabile
03/05/2023,Torino,Madonna di Campagna,via Lanzo 69,49000,60,5,1,2,1,1960,Da ristrutturare
03/05/2023,Torino,Madonna di Campagna,via Lanzo 69,49000,60,5,1,2,1,1960,Da ristrutturare
13/03/2023,Torino,Madonna di Campagna,via Lanzo 69,49000,60,5,1,2,1,1960,Da ristrutturare
05/05/2023,Torino,Madonna di Campagna,via Banchette 18,139000,104,1,0,3,1,1960,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,via Caluso 2,69000,69,3,0,3,1,1970,Buono / Abitabile
16/03/2023,Torino,Le Vallette,corso Ferrara 25,116000,90,2,0,4,1,1960,Ottimo / Ristrutturato
09/02/2023,Torino,Le Vallette,via Andrea Sansovino 63/B,235000,120,3,1,4,2,1965,Ottimo / Ristrutturato
15/04/2023,Torino,Lucento,via Giovanni Segantini 9,105000,86,2,1,3,1,1967,Ottimo / Ristrutturato
25/02/2023,Torino,Le Vallette,via Pietro Cossa 293/40,179000,97,3,1,4,2,1985,Buono / Abitabile
09/02/2023,Torino,Madonna di Campagna,via Lanzo 18,59000,55,5,1,2,1,1960,Da ristrutturare
04/04/2023,Torino,Madonna di Campagna,via Ettore Stampini 14,45000,42,2,1,2,1,1960,Da ristrutturare
09/02/2023,Torino,Madonna di Campagna,via Verolengo 90,68000,76,3,1,3,1,1954,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,via foligno 23,83000,50,2,1,2,1,1970,Ottimo / Ristrutturato
03/05/2023,Torino,Le Vallette,corso grosseto 465,259000,200,5,1,5,3,2007,Ottimo / Ristrutturato
20/02/2023,Torino,Madonna di Campagna,via Bernardino Luini 71,89000,73,3,1,3,1,1950,Buono / Abitabile
24/02/2023,Torino,Madonna di Campagna,corso Grosseto 247,124000,120,9,1,4,1,1965,Da ristrutturare
26/04/2023,Torino,Lucento,via Val della Torre,49000,55,4,1,2,1,1961,Buono / Abitabile
09/05/2023,Torino,Lucento,via Gaspare Gorresio 20,49000,57,2,1,2,1,1954,Da ristrutturare
12/04/2023,Torino,Lucento,via Gaspare Gorresio 20,49000,57,2,1,2,1,1954,Da ristrutturare
06/02/2023,Torino,Le Vallette,via delle primule 56,119000,91,1,1,4,1,1960,Buono / Abitabile
22/02/2023,Torino,Lucento,via Giosuè Borsi,119000,62,4,1,2,1,1961,Ottimo / Ristrutturato
16/03/2023,Torino,Le Vallette,viale dei Mughetti 32,99000,90,2,1,3,1,1970,Ottimo / Ristrutturato
08/05/2023,Torino,Lucento,corso Svizzera,305000,115,0,0,4,2,1980,Nuovo / In costruzione
05/05/2023,Torino,Lucento,via Verolengo,438000,210,1,0,5,1,2000,Ottimo / Ristrutturato
10/03/2023,Torino,Madonna di Campagna,via Cardinale Guglielmo Massaia 135,78000,62,4,1,2,1,1960,Ottimo / Ristrutturato
08/05/2023,Torino,Lucento,via Calabria 40,90000,75,0,1,3,1,1950,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,via terni 12,49000,51,1,0,2,1,1970,Buono / Abitabile
16/03/2023,Torino,Lucento,corso Potenza 90,55000,58,7,1,2,1,1960,Buono / Abitabile
09/05/2023,Torino,Madonna di Campagna,via Giovan Battista Quadrone 5,39000,45,3,0,2,1,1955,Buono / Abitabile
06/03/2023,Torino,Lucento,corso Potenza 73,130000,76,2,1,3,1,1970,Buono / Abitabile
01/03/2023,Torino,Lucento,via Magnano 21,179000,74,2,1,3,1,2012,Nuovo / In costruzione
08/02/2023,Torino,Lucento,via Val Della Torre 41/3,165000,100,4,1,4,1,2006,Buono / Abitabile
04/04/2023,Torino,Lucento,via Val Della Torre 66,39000,64,6,1,2,1,1960,Ottimo / Ristrutturato
01/02/2023,Torino,Lucento,Strada di Altessano 40,98000,90,3,1,3,1,1965,Buono / Abitabile
01/02/2023,Torino,Lucento,Strada di Altessano 40,98000,90,3,1,3,1,1965,Buono / Abitabile
21/04/2023,Torino,Madonna di Campagna,via Venaria 28,88000,79,4,1,3,1,1967,Da ristrutturare
19/04/2023,Torino,Lucento,via Forlì 142,65000,55,2,1,2,1,1955,Buono / Abitabile
31/01/2023,Torino,Lucento,corso Toscana 75,88000,75,5,1,3,1,1960,Da ristrutturare
20/02/2023,Torino,Madonna di Campagna,via Bernardino Luini 71,67000,55,3,1,2,1,1950,Buono / Abitabile
02/02/2023,Torino,Madonna di Campagna,via Alfonso Badini Confalonieri 37,112000,60,2,1,2,1,2007,Ottimo / Ristrutturato
09/05/2023,Torino,Madonna di Campagna,via Stradella 225,70000,90,4,0,4,1,1973,Buono / Abitabile
09/05/2023,Torino,Madonna di Campagna,via Stradella 225,70000,90,4,0,4,1,1973,Buono / Abitabile
09/05/2023,Torino,Madonna di Campagna,via Stradella 225,70000,90,4,0,4,1,1973,Buono / Abitabile
15/04/2023,Torino,Madonna di Campagna,via Stradella 225,70000,90,4,0,4,1,1973,Buono / Abitabile
09/05/2023,Torino,Madonna di Campagna,via Stradella 225,70000,90,4,0,4,1,1973,Buono / Abitabile
05/05/2023,Torino,Lucento,via Forlì 144/B,169000,90,2,1,4,1,1960,Buono / Abitabile
08/05/2023,Torino,Lucento,via Pettinengo 12,39000,36,0,0,2,1,1922,Buono / Abitabile
08/05/2023,Torino,Lucento,via Luigi Goytre 7,99000,75,3,1,3,1,1961,Buono / Abitabile
02/02/2023,Torino,Madonna di Campagna,via Alfonso Badini Confalonieri 37,112000,60,2,1,2,1,2007,Ottimo / Ristrutturato
08/05/2023,Torino,Lucento,via Verolengo 195,79000,50,3,1,2,1,1957,Buono / Abitabile
30/01/2023,Torino,Le Vallette,corso Molise 77,119000,106,9,1,5,1,1960,Buono / Abitabile
15/02/2023,Torino,Madonna di Campagna,via gubbio 75,65000,68,1,0,2,1,1950,Ottimo / Ristrutturato
09/05/2023,Torino,Madonna di Campagna,piazza Pasquale Villari 2,110000,68,5,1,3,1,1960,Buono / Abitabile
02/05/2023,Torino,Lucento,corso Toscana 14,99000,65,0,1,3,1,1967,Buono / Abitabile
27/01/2023,Torino,Madonna di Campagna,via CASAPINTA 11,89000,85,3,1,3,1,1960,Da ristrutturare
13/04/2023,Torino,Lucento,via Luigi Luzzatti 29,129000,85,1,1,3,1,1970,Buono / Abitabile
27/01/2023,Torino,Le Vallette,corso Molise 77,119000,106,9,1,5,1,1960,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,piazza mattirolo 1,99000,85,3,1,3,1,1960,Buono / Abitabile
03/05/2023,Torino,Lucento,via Pettinengo,55000,70,4,0,3,1,1950,Buono / Abitabile
01/03/2023,Torino,Le Vallette,via Druento 27,139000,80,2,1,3,1,1960,Ottimo / Ristrutturato
27/04/2023,Torino,Le Vallette,via delle Pervinche 3,128000,100,2,0,4,1,1970,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via caltanissetta 5,59000,56,3,0,2,1,1960,Buono / Abitabile
08/05/2023,Torino,Lucento,corso Lombardia 136,70000,70,2,1,3,1,1970,Da ristrutturare
20/04/2023,Torino,Madonna di Campagna,via Verolengo 158,70000,55,3,1,2,1,1960,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,via Caltanisetta,79500,80,1,0,3,1,1980,
09/05/2023,Torino,Madonna di Campagna,via Borgaro 46,127000,81,5,1,3,1,1960,Ottimo / Ristrutturato
04/03/2023,Torino,Madonna di Campagna,via Gubbio,94000,100,2,0,4,1,1960,Buono / Abitabile
02/03/2023,Torino,Le Vallette,via delle Pervinche,69900,70,4,1,3,1,1960,Buono / Abitabile
27/02/2023,Torino,Lucento,corso Cincinnato,80000,95,3,0,4,1,1980,
03/05/2023,Torino,Lucento,via Giovanni Segantini 9,119000,80,3,1,3,1,1967,Buono / Abitabile
24/03/2023,Torino,Lucento,via Domenico Carutti 31,75000,46,2,1,2,1,1960,Ottimo / Ristrutturato
24/04/2023,Torino,Madonna di Campagna,via Giuseppe Depanis 98,54000,50,2,0,2,1,1960,Buono / Abitabile
23/01/2023,Torino,Lucento,via slataper,65000,60,5,1,2,1,1970,Ottimo / Ristrutturato
23/01/2023,Torino,Lucento,strada della Commenda,135000,100,1,0,3,1,1980,
23/01/2023,Torino,Le Vallette,corso Molise,79900,80,6,1,3,1,1980,
10/02/2023,Torino,Lucento,via Verolengo,68000,70,3,0,3,1,1980,
24/04/2023,Torino,Le Vallette,via delle Pervinche 48,49000,55,6,1,2,1,1970,Buono / Abitabile
23/01/2023,Torino,Lucento,via Isernia,115000,88,2,1,3,1,1980,
01/03/2023,Torino,Lucento,corso Regina Margherita,159000,115,7,1,4,1,1980,
19/04/2023,Torino,Madonna di Campagna,via Sospello,49000,70,2,0,3,1,1980,
02/05/2023,Torino,Le Vallette,via Pietro Cossa,198000,115,8,1,5,2,1994,Buono / Abitabile
08/05/2023,Torino,Lucento,via Cognetti de Martiis 45,103000,85,2,1,3,1,1970,Buono / Abitabile
19/04/2023,Torino,Madonna di Campagna,via Stradella 215,27000,40,3,0,2,1,1950,Da ristrutturare
24/04/2023,Torino,Le Vallette,via Andrea Sansovino 3/C,85000,100,4,1,4,1,1970,Da ristrutturare
20/01/2023,Torino,Lucento,via Pianezza 176/C,150000,100,1,1,5,2,1980,Ottimo / Ristrutturato
20/01/2023,Torino,Le Vallette,viale dei mughetti 27,65000,75,2,1,3,1,1960,Buono / Abitabile
18/04/2023,Torino,Madonna di Campagna,corso Potenza 168,115000,85,6,1,3,1,1970,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via lanzo 75,149000,100,2,0,4,2,1960,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via venaria 4,93000,75,3,0,3,1,1960,Ottimo / Ristrutturato
23/03/2023,Torino,Lucento,via Isernia 5,139000,83,5,1,3,1,1970,Ottimo / Ristrutturato
04/04/2023,Torino,Le Vallette,via delle Magnolie 20,89000,120,6,1,4,1,1960,Buono / Abitabile
01/05/2023,Torino,Lucento,via Parenzo 95,55000,66,0,0,3,1,1950,Buono / Abitabile
28/04/2023,Torino,Madonna di Campagna,via Terni 25,198000,120,5,1,5,1,1970,Buono / Abitabile
07/02/2023,Torino,Madonna di Campagna,via Della Brusa' 4,89000,88,0,0,3,2,1900,Buono / Abitabile
22/02/2023,Torino,Le Vallette,Strada di Altessano,250000,150,8,1,5,2,2006,
17/01/2023,Torino,Madonna di Campagna,via Giovan Battista Quadrone 5,58000,50,0,0,2,1,1950,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via Assisi 50,119000,80,3,0,3,1,1930,Ottimo / Ristrutturato
18/04/2023,Torino,Le Vallette,via delle Pervinche 44,95000,88,5,1,3,1,1967,Buono / Abitabile
15/01/2023,Torino,Madonna di Campagna,via Sospello 173/5,118000,106,1,1,4,1,1956,Buono / Abitabile
12/04/2023,Torino,Lucento,via Pianezza 6,75000,40,1,1,2,1,1970,Ottimo / Ristrutturato
06/04/2023,Torino,Lucento,via Emilio Brusa 7,49000,60,3,0,2,1,1960,Buono / Abitabile
24/01/2023,Torino,Madonna di Campagna,via Gubbio 42,75000,70,7,1,2,1,1970,Buono / Abitabile
12/04/2023,Torino,Lucento,corso Toscana 81b,115000,76,7,1,3,1,1964,Buono / Abitabile
13/04/2023,Torino,Lucento,via Val della Torre 115,149000,90,0,1,3,1,1990,Ottimo / Ristrutturato
09/02/2023,Torino,Lucento,Lungo Dora Liguria 50,439000,313,4,0,5,1,1995,Ottimo / Ristrutturato
18/04/2023,Torino,Le Vallette,via Andrea Sansovino 243,209000,145,1,0,5,2,1980,Ottimo / Ristrutturato
09/05/2023,Torino,Madonna di Campagna,via borgaro 53,63000,60,2,1,2,1,1957,Buono / Abitabile
01/03/2023,Torino,Lucento,via Cafasse 2,37000,42,3,0,2,1,1930,Buono / Abitabile
23/03/2023,Torino,Lucento,Strada di Altessano 46,164000,93,4,1,3,1,1980,Ottimo / Ristrutturato
26/04/2023,Torino,Lucento,via Bernardino Luini 151,250000,130,6,1,5,2,1965,Buono / Abitabile
29/04/2023,Torino,Le Vallette,via Delle Magnolie 4,79000,76,0,0,2,1,1980,Ottimo / Ristrutturato
12/01/2023,Torino,Lucento,via Pianezza 90,109000,75,2,0,3,1,1950,Ottimo / Ristrutturato
03/03/2023,Torino,Lucento,via Luigi Luzzatti 37/d,129000,85,4,1,3,1,1980,Buono / Abitabile
06/02/2023,Torino,Lucento,via Luigi Luzzatti 37d,129000,85,4,1,3,1,1980,Buono / Abitabile
08/05/2023,Torino,Lucento,via Val della Torre 36,169000,100,1,1,4,2,2006,Buono / Abitabile
15/03/2023,Torino,Le Vallette, via Andrea Sansovino 243/13,420000,120,1,0,4,2,1970,Buono / Abitabile
10/04/2023,Torino,Le Vallette,viale dei Mughetti 7,85000,110,1,1,4,1,1960,Da ristrutturare
08/05/2023,Torino,Lucento,Toscana 127/b,129000,92,1,1,3,1,1970,Buono / Abitabile
09/05/2023,Torino,Lucento,via Val della Torre 32,139000,75,7,1,4,1,2006,Ottimo / Ristrutturato
05/05/2023,Torino,Lucento,via Val della Torre 41/9,255000,143,4,1,4,2,2008,Nuovo / In costruzione
05/05/2023,Torino,Lucento,via Pianezza 90,109000,75,2,0,3,1,1959,Ottimo / Ristrutturato
09/05/2023,Torino,Lucento,via Pianezza 90,104000,75,2,0,3,1,1960,Buono / Abitabile
15/04/2023,Torino,Lucento,via Pianezza,109000,75,2,0,3,1,1970,Buono / Abitabile
30/03/2023,Torino,Madonna di Campagna,via Bonzo 21,39000,50,4,0,2,1,1950,Buono / Abitabile
30/03/2023,Torino,Le Vallette,Str  Altessano 130,243000,97,8,1,4,2,2006,Ottimo / Ristrutturato
30/03/2023,Torino,Le Vallette,corso Toscana 199,179000,75,3,1,3,1,1960,Ottimo / Ristrutturato
23/02/2023,Torino,Madonna di Campagna,via Bonzo 17,49000,50,4,0,2,1,1960,Ottimo / Ristrutturato
04/03/2023,Torino,Lucento, via Andrea Sansovino 108,260000,90,1,0,3,1,1960,Ottimo / Ristrutturato
01/05/2023,Torino,Madonna di Campagna,via Lanzo 2,229000,115,8,1,5,1,1960,Ottimo / Ristrutturato
29/03/2023,Torino,Le Vallette,piazza Stampalia 4,65000,46,4,1,2,1,1960,Ottimo / Ristrutturato
20/04/2023,Torino,Le Vallette,via delle pervinche 65,99000,98,2,0,5,1,1960,
27/02/2023,Torino,Madonna di Campagna,via Cardinal Massaia 60,99000,80,2,1,3,1,1960,Buono / Abitabile
06/05/2023,Torino,Lucento,via Enrico Gotti 4,99000,52,1,1,2,1,2010,Ottimo / Ristrutturato
26/12/2022,Torino,Madonna di Campagna,corso Potenza 158,186750,83,4,1,3,2,2022,Nuovo / In costruzione
26/12/2022,Torino,Madonna di Campagna,corso Potenza 158,326250,145,4,1,5,3,2022,Nuovo / In costruzione
03/05/2023,Torino,Lucento,via Val della Torre 18,199000,110,0,0,4,2,2006,Nuovo / In costruzione
28/04/2023,Torino,Le Vallette,corso Molise 84,239000,104,3,1,4,2,2006,Ottimo / Ristrutturato
22/12/2022,Torino,Le Vallette,via delle pervinche 9,129000,120,1,0,5,1,1960,Buono / Abitabile
